ranking,jp_name,eng_name,agency,total_subs,total_views
1566,式神双子の式神屋チャンネル, , ,"2,450","1,403,319"
1567,ぶらっく, , ,"2,450","374,833"
1568,雛乃木まや,バーチャル巫女雛乃木まや, ,"2,450","154,947"
1569,Kirari Channel, , ,"2,450","71,732"
1570,暇人U新人Vtuber【Vtuber準備中】, , ,"2,445","897,300"
1571,おうかみChannel【Vtuber】Games, , ,"2,430","536,415"
1572,ELFI 【OFFICIAL】, , ,"2,430","119,086"
1573,Nano Games, , ,"2,430","116,439"
1574,白鳥くるみ / Kurumi Shiratori, , ,"2,430","66,581"
1575,그닭장TV - 번치코, , ,"2,420","836,371"
1576,AIris Channel, , ,"2,420","47,115"
1577,お嬢様ちゃんねる, ,順位をツイート,"2,413","70,944"
1578,ちゃんねる如月はる, , ,"2,410","151,884"
1579,おぐら, , ,"2,400","82,448"
1580,音楽少女チャンネル, , ,"2,400","79,456"
1581,KatzianXero, , ,"2,400","61,624"
1582,真臣悠香, , ,"2,400","46,820"
1583,core mulk, , ,"2,390","1,034,389"
1584,邪推系チャンネル, , ,"2,390","628,092"
1585,shirogane moka officialしろモカちゃんねる, , ,"2,390","277,871"
1586,ムラタ, , ,"2,390","159,728"
1587,めんトリチャンネル【MENTORI Channel】, , ,"2,390","89,155"
1588,白虎えま, , ,"2,390","54,056"
1589,巳社しらべ,巳社しらべ, ,"2,390","22,370"
1590,RistGaming, , ,"2,380","720,300"
1591,ピカクロス, , ,"2,380","262,681"
1592,仮面チューバー剛, ,IRIAM,"2,380","62,550"
1593,桜夢なな,桜夢なな,ZERO Project,"2,380","33,604"
1594,#Range1116, , ,"2,370","3,451,299"
1595,クイーンハニー,クイーンハニー【VTuber/流星群】,OPEN BETA,"2,370","19,028"
1596,黄子ちゃん / Kikocyan, , ,"2,362","65,980"
1597,ジララボ【バーチャルジラフ】, , ,"2,360","644,116"
1598,霞露凜/Siarurin Ch.【VEgo】, ,VEgo,"2,360","66,430"
1599,砂糖.Vtuber.Channel, , ,"2,350","344,747"
1600,夏日葵奇漾少女, , ,"2,350","152,758"
1601,諸星めろこ, , ,"2,350","27,300"
1602,ころぼしまう, ,ユメノグラフィア,"2,340","19,680"
1603,れみぃちゃんねる, , ,"2,330","689,424"
1604,みにまるコミック【マンガ配信】, , ,"2,330","216,827"
1605,虎落ブエ, , ,"2,330","61,963"
1606,式部めぐり, , ,"2,330","59,037"
1607,ことはちゃんねる, , ,"2,330","51,655"
1608,ヱクシーズ project Channel, , ,"2,330","43,328"
1609,てとら, , ,"2,320","130,682"
1610,Yumemi Yumeiro, , ,"2,320","63,837"
1611,バーチャル大物youtuber, , ,"2,300","5,139,570"
1612,ささ, , ,"2,300","1,083,918"
1613,浅葱ゆあ, , ,"2,300","787,809"
1614,おとりざ〜みらくる☆とりとりっぷ〜,おとりざ〜みらくるとりっぷ〜,元おとりざ,"2,300","39,433"
1615,にゅーい【nyu-i】, , ,"2,300","36,427"
1616,兎影めう, ,VGaming,"2,300","17,067"
1617,かおりんご。社畜系Vtuber, , ,"2,290","224,369"
1618,綾瀬マリー,綾瀬マリー[勇者ズム!],勇者ズム！,"2,290","61,695"
1619,ユメノグラフィア公式, ,ユメノグラフィア,"2,290","11,752"
1620,ALL(アルル)チャンネル, , ,"2,280","533,392"
1621,GAMEシダ, , ,"2,270","523,670"
1622,ぱすメモ（ぱすてるメモリーズ）公式, ,転生組,"2,270","497,376"
1623,JJ,JJ channel,順位をツイート,"2,270","64,963"
1624,早瀬やよい, , ,"2,270","47,584"
1625,小鳥遊名奈,小鳥遊Channel, ,"2,270","42,458"
1626,粛正罰丸の放課後, , ,"2,270","26,841"
1627,DRS NISHI, , ,"2,260","1,019,505"
1628,うどん猫, , ,"2,260","144,700"
1629,竜乃ハナビ/Ryuno Hanabi ch., , ,"2,260","46,511"
1630,Aoi Sora Channel, ,順位をツイート,"2,260","41,503"
1631,Watching_イノセンス, , ,"2,260",0
1632,糜粉棠/みっチャンネル【VEgo所屬家裡蹲】, ,VEgo,"2,260",0
1633,エトラ,エトラ / étraチャンネル,エイレーン一家,"2,260",0
1634,まよねーず, , ,"2,257","398,210"
1635,天見 浩司, , ,"2,250","181,764"
1636,限界ポスドクあらいちゃんのゆるふわ分子生物学研究所, , ,"2,250","143,670"
1637,suzuki ryuma, , ,"2,250","129,173"
1638,ブラッド・エンペラー, ,順位をツイート,"2,250","23,692"
1639,ストリーマン ONGOING!, , ,"2,240","317,975"
1640,バーチャルチン〇ポッティ, , ,"2,230","145,698"
1641,Deat's virtual escapades, , ,"2,230","111,122"
1642,RANKA GAMES, , ,"2,230","82,630"
1643,虚無ちゃんねる, , ,"2,230","58,531"
1644,ちゃんねる常磐カナメ, , ,"2,230","52,350"
1645,ちひろ#話題のあのニュース#, , ,"2,220","289,594"
1646,ゆっけチャンネル, , ,"2,220","248,923"
1647,言霊少女プロジェクト,言霊少女プロジェクト【公式】, ,"2,220","245,087"
1648,赤星ナナハ, ,バ美肉,"2,210","61,972"
1649,채널시하 Channel SeeHa, , ,"2,210","53,437"
1650,桜花神猫 II, , ,"2,200","1,488,917"
1651,ロザリンちゃんねるっ!, , ,"2,200","70,179"
1652,碧守キャベツ, , ,"2,190","788,992"
1653,バーチャル織神ゆさ, , ,"2,190","141,021"
1654,BOOGEY VOXX -official-, , ,"2,190","77,302"
1655,ひなチャンネル【一年生】, , ,"2,190","28,736"
1656,野宮のん, , ,"2,180","70,605"
1657,狼の西村さん, , ,"2,180","58,730"
1658,架空ぶい, , ,"2,180","32,967"
1659,KAGAMI, , ,"2,180","21,252"
1660,O2PAI Game Channel, , ,"2,170","392,844"
1661,julchi, , ,"2,170","376,620"
1662,シュティー, , ,"2,170","340,477"
1663,いぬじまちゃんねる, , ,"2,170","297,918"
1664,ゆっくり夜桜, , ,"2,160","316,830"
1665,ゆき_だるま。, , ,"2,160","146,071"
1666,Bird Circus, , ,"2,159","17,381"
1667,フェアリィ緑川, ,ジャスト プロ,"2,150","170,797"
1668,仮想娘ぴま, , ,"2,150","143,075"
1669,南テイ, ,バ美肉,"2,150","21,784"
1670,陸婉瑩(リク・エンエイ),陸婉瑩 〜リク・エンエイ,WINKS,"2,130","14,412"
1671,ハム太郎, , ,"2,120","1,033,332"
1672,岩流小次郎ch物干し竿系Vtuber, , ,"2,110","206,088"
1673,甘姫まかろん, , ,"2,110","31,471"
1674,青猫くう, , ,"2,110","28,686"
1675,Dapperly Yours, , ,"2,100","93,888"
1676,流川ルカ/匠Festival, , ,"2,100","68,919"
1677,禰好亭めてお, , ,"2,100","29,097"
1678,カナヲ, , ,"2,090","188,333"
1679,くろかわ由理としらかわ由理, , ,"2,090","144,727"
1680,Hana Channel / 日野ハナ, , ,"2,090","81,265"
1681,お茶の間Tボーイズ, , ,"2,090","66,919"
1682,Kazune.S《Tkak-Project》, , ,"2,090","19,577"
1683,ジンちゃんねる, , ,"2,080","541,458"
1684,けだまメモch, , ,"2,080","196,383"
1685,桜華かるら, , ,"2,080","170,857"
1686,LUMi Official, , ,"2,080","115,166"
1687,元素学たん, , ,"2,080","54,894"
1688,藍經漁, , ,"2,070","1,364,335"
1689,YUGAREY 【知識系VTuber】, , ,"2,070","304,869"
1690,《エブリビオン放送軍》レンガ塔男爵, , ,"2,070","105,167"
1691,未確認チャンネル, , ,"2,070","45,012"
1692,Amyちゃんねる, ,順位をツイート,"2,070","26,096"
1693,サイコカス平岡, , ,"2,060","1,180,123"
1694,観影みゆ, ,ユメノグラフィア,"2,060","28,313"
1695,バーチャル悪代官, , ,"2,050","323,216"
1696,あーるいーじー, , ,"2,050","113,574"
1697,小鈴(シャオリン),小鈴-xiaoling- 【Date Links!】,Date+Links!,"2,050","69,751"
1698,白花 咲/しらはな通信社, , ,"2,050","62,009"
1699,Yamada Konoha/山田コノハ, , ,"2,050","49,610"
1700,葉月みゆ, , ,"2,050","42,910"
1701,藍兎らび,藍兎らび -Aoto Rabi-, ,"2,040","87,271"
1702,夏梅なな(なつめなな),夏梅なな/Nana ch, ,"2,040","48,255"
1703,育良啓一郎, , ,"2,040","35,054"
1704,クロイベエスバンド, , ,"2,030","88,943"
1705,玲音-Leon-, , ,"2,030","39,587"
1706,巣籠ツル, , ,"2,030","38,772"
1707,DJ RIO, ,WFLE,"2,030","33,660"
1708,岩埜いな-Ina Channel-, , ,"2,030","17,827"
1709,はまの姉妹[hamano-sis], , ,"2,020","453,062"
1710,amu, , ,"2,020","233,871"
1711,羽月奏ちゆ-Hatsuka Chiyu-, , ,"2,020","31,823"
1712,るひねちゃんねる, , ,"2,020","16,544"
1713,あおりちゃんねる, , ,"2,010","381,261"
1714,金熊鬼奸 / Kaneguma Kiken, ,順位をツイート,"2,010","90,590"
1715,Kannaria, , ,"2,010","20,089"
1716,るるなだよ, , ,"2,000","55,823"
1717,ふぅちゃんStudio, , ,"2,000","38,157"
1718,アシノ【バーチャルギタリスト】, , ,"2,000","35,438"
1719,雪猫カゥル,kaluru_雪猫カゥル, ,"2,000","32,764"
1720,紳士龍の隠れ家, , ,"1,999","403,211"
1721,のちゃんねる/no-channelとりいP, , ,"1,990","281,584"
1722,津軽りんこ, , ,"1,990","34,205"
1723,るーにゃちゃんねる, , ,"1,990","23,480"
1724,小花てくと, ,ユメノグラフィア,"1,990","18,569"
1725,バーチャルアイドル「いくせん」【公式】, , ,"1,980","113,934"
1726,いっちゃんねる, , ,"1,980","90,101"
1727,くーりのちゃんねる, , ,"1,980","67,136"
1728,おり, , ,"1,980","44,821"
1729,Tau Channel【華 桃兎】, , ,"1,980","24,087"
1730,Enji Notokunchoro,Enji N. Channel,順位をツイート,"1,980","22,711"
1731,神野いんく,いんくちゃんねる, ,"1,970","96,309"
1732,米田らん*, ,IRIAM,"1,970","30,637"
1733,【公式】OVERHIT CHANNEL, ,転生組,"1,960","755,127"
1734,ViANKiE-ヴィアンキィ-, , ,"1,960","80,022"
1735,凪,凪のお社, ,"1,960","63,693"
1736,たるとみつきの休憩所, , ,"1,960","42,247"
1737,クロネコ仮チャンネル, , ,"1,960","36,043"
1738,REIA Virtual Channel, , ,"1,960","22,753"
1739,バーチャル数学科大学院生いたりんっ, ,順位をツイート,"1,960","1,533"
1740,雪乃 雫/Shizuku gamechannel, , ,"1,950","314,638"
1741,Dr.マサト, , ,"1,950","307,515"
1742,水鞠リヴィ-Mizumari Rivi, , ,"1,950","91,307"
1743,墨子, , ,"1,950","46,818"
1744,胡蝶由芽 小鳥遊酔,バーチャルFM 【 終末RADIO 】,Akihabara Lab,"1,950","41,285"
1745,yui tamaka, , ,"1,940","446,798"
1746,VCafe Ange天使のいる喫茶店, ,IRIAM,"1,940","32,792"
1747,グエス -VEx Gues Ch-, , ,"1,930","79,166"
1748,小鳥遊めとろ,小鳥遊めとろ / Takanashi Metro, ,"1,930","33,337"
1749,クシザキ, , ,"1,930","26,762"
1750,黒音うらら, ,OPEN BETA,"1,930","7,885"
1751,神代せつな, , ,"1,920","116,224"
1752,バーチャルマスター巧兄, , ,"1,920","91,927"
1753,西園寺まりりん, , ,"1,920","14,926"
1754,王我見 拳, , ,"1,920","2,225"
1755,マイクリVtuber【YesmanAsada】, , ,"1,910","1,244,635"
1756,ちびっ子魔女のメメ, , ,"1,910","69,765"
1757,戯嶋サチの探索ch, , ,"1,910","60,427"
1758,猫月みお, , ,"1,910","59,987"
1759,碧志摩メグ, , ,"1,910","30,300"
1760,硝子の掃き溜め, , ,"1,910","25,814"
1761,Enil Channel, , ,"1,910","20,574"
1762,マダラモトミ -バーチャルYouTuber-, , ,"1,910",0
1763,MySelect Channel, , ,"1,910",0
1764,Leia * Virtual Singer *, , ,"1,900","64,295"
1765,ピーマンくん,ピーマンくん,.LIVE,"1,900","36,040"
1766,今咲はな,えみはなの/Hana Ch.,空想コード+,"1,900","34,774"
1767,qagelow, , ,"1,900",0
1768,MiyaMiya Channel, ,バ美肉,"1,890","253,249"
1769,夜中ヨル / Yoru Yonaka, , ,"1,890","57,006"
1770,Vsinger musica channel, , ,"1,890","48,309"
1771,モリーニャ__バーチャル魔術工房, , ,"1,890","44,939"
1772,雨ヶ崎笑虹,雨ヶ崎 笑虹【あまがさき えこ】, ,"1,890","30,173"
1773,大狼うるちゃんねる, ,バ美肉,"1,890","20,302"
1774,Ama Game, , ,"1,880","105,408"
1775,めっちゃばぶ美,めっちゃばぶ美の政見放送,ジャスト プロ,"1,880","98,674"
1776,来栖エマema Ch., , ,"1,880","38,220"
1777,犬丸のぞみ, , ,"1,870","209,774"
1778,甘楽いざな, ,バ美肉,"1,870","184,082"
1779,沙羽, , ,"1,870","39,143"
1780,すみっこ Channel, , ,"1,870","8,295"
1781,バーチャルスライムくん*SlimeGamingChannel, , ,"1,860","352,368"
1782,ドゥエムマスク, , ,"1,860","68,591"
1783,ジルのゲーム実況チャンネル, , ,"1,850","1,479,032"
1784,狐狐音の前*ここね*, , ,"1,850","82,307"
1785,アマネ・シャーロットamane charlotte, , ,"1,850","53,546"
1786,カルラねっと。, , ,"1,850","51,678"
1787,ほのかかおり,かおりちゃんねる, ,"1,850","51,262"
1788,闇夜桜, , ,"1,850","5,316"
1789,花ヶ崎あお,花ヶ崎あお【Date Links!】,Date+Links!,"1,840","28,720"
1790,Raptの歯車部屋, , ,"1,830","33,789"
1791,PUBG MOBILE NEWS, ,順位をツイート,"1,829",0
1792,黒猫 ティーチャ, , ,"1,820","825,867"
1793,めあちゃんガチ恋勢, , ,"1,820","433,383"
1794,カサチ ライエン《Raien Channel》, , ,"1,820","329,597"
1795,蒼唯ちゃんねる, , ,"1,820","52,046"
1796,ゆまりあCafe, , ,"1,820","20,388"
1797,L-Bit Channel, , ,"1,820","20,291"
1798,YouTuber 665, , ,"1,810","208,286"
1799,Sakuragi Channel / 桜木一葉, , ,"1,810","116,800"
1800,バーチャルYouTuberすわわチャンネル, , ,"1,810","67,222"
1801,絵描魔くるChannel, , ,"1,810","28,012"
1802,西条昭, , ,"1,800","1,720,540"
1803,しおん癒し系撫子Vtuber, , ,"1,800","108,522"
1804,Rikka Channel, , ,"1,800","96,449"
1805,エリートトレーナーゆりの, , ,"1,790","212,048"
1806,鯖乃いちか, , ,"1,790","89,237"
1807,金平あめの自由帳, , ,"1,790","60,349"
1808,ハスタちゃんねるHastur Channel, , ,"1,790","54,709"
1809,-Liza Channel-, , ,"1,790","37,400"
1810,小刀禰ミア(ことねみあ),小刀禰ミア[勇者ズム!],勇者ズム！,"1,790","23,141"
1811,自己満組 建設予定地, , ,"1,780","2,960,967"
1812,Yuuki Mio Channel/結城澪, , ,"1,780","103,746"
1813,真島えま, , ,"1,780","97,559"
1814,LanCee Official, , ,"1,780","96,448"
1815,ガブちゃんねる, ,順位をツイート,"1,780","55,134"
1816,ネギの民筆頭ネギリム, , ,"1,780","41,978"
1817,天条院アギト /Tenjoin Agito., , ,"1,780","30,026"
1818,虹色ひらり, , ,"1,770","116,005"
1819,あんさくちゃんねる, , ,"1,770","111,137"
1820,ヴィヴィチャンネル - Vivi's Channel -, , ,"1,770","87,021"
1821,雑狐ヒャッハーチャンネル, , ,"1,770","46,778"
1822,花山組ちゃんねる, , ,"1,770","36,020"
1823,白梅,白梅ちゃんねるぅ, ,"1,770","21,883"
1824,寧々子ちゃんねる, , ,"1,770","14,919"
1825,cona ちゃんねる, , ,"1,760","357,054"
1826,魔導令嬢 冥歌ルカ, ,バ美肉,"1,760","37,607"
1827,惑喰らせつ, ,VGeneration,"1,760","24,768"
1828,濛濛-モンモン-にじさんじ台北, , ,"1,760",0
1829,稀紗蘿, , ,"1,750","117,370"
1830,五十嵐イツツ, , ,"1,750","43,489"
1831,orichannel九十九おり, , ,"1,750","42,809"
1832,Just Abby, , ,"1,750","20,528"
1833,-Shallow threesome-浅はかな三人組•なぞっち, , ,"1,740","1,478,599"
1834,しらいしわたる / WataxxxVlog, , ,"1,740","349,995"
1835,レオン・ゼロミヤ [Leon Zeromiya], , ,"1,740","61,299"
1836,マリーさんのにこにこチャンネル, , ,"1,740","57,419"
1837,バーチャル犬耳おばさんおじさん*ちゃんねる, ,順位をツイート,"1,740","52,815"
1838,リアラチャンネル, ,バ美肉,"1,740","41,147"
1839,suzushiro ch.すずしろ真菜, ,バ美肉,"1,740","37,020"
1840,芽森つむぎ / Memori Tsumugi, , ,"1,740","32,222"
1841,黒兎ウル kurousagi uru -VIRTUAL-, , ,"1,740","17,237"
1842,LupinusVirtual Games, ,LVG/IBG,"1,740","13,692"
1843,VTuber HINAKO,鬼カワイイ岡山市, ,"1,730","1,032,225"
1844,Dailechi Channel/黛樂琪/タイラキ【VEgo】, ,VEgo,"1,730",0
1845,Adust Rain Official YouTube Channel, , ,"1,720","223,703"
1846,ドンファンHobby Garage Channel, , ,"1,720","186,274"
1847,王丸櫻子, , ,"1,720","172,154"
1848,Keiro Channel, , ,"1,720","54,485"
1849,黒楊あげは/Ageha Channel【おとりざ麗編】, , ,"1,720","44,115"
1850,兎目まる, , ,"1,720","33,668"
1851,魔野るしあ, , ,"1,720","26,926"
1852,大河山麻々夜, , ,"1,720","23,491"
1853,ちゃんねる夜木, , ,"1,710","56,355"
1854,Yuiちゃんねる, , ,"1,710","39,221"
1855,K-1ファイター長島自演乙雄一郎の自演乙といっしょ, , ,"1,700","243,248"
1856,るりみゅー【焔魔るりの課外活動】, , ,"1,700","90,165"
1857,ナナメちゃんねる, , ,"1,700","82,792"
1858,さくら芽里 Official, , ,"1,700","68,124"
1859,ももちもものばーちゃる忍者ちゃんねる, , ,"1,700","52,887"
1860,しにんくん, , ,"1,700","47,120"
1861,中部ずい, , ,"1,690","72,705"
1862,はりーシ&ぶっちっぱ, , ,"1,690","67,993"
1863,青川うそ, ,OPEN BETA,"1,690","46,516"
1864,酒呑みみこは酒とゲームがあれば生きてける。, ,IRIAM,"1,690","30,191"
1865,大字らしお, , ,"1,690","28,758"
1866,あまねひよ子,ひよ子のピヨピヨチャンネル, ,"1,690","25,571"
1867,三浦兎二彦, , ,"1,690","23,739"
1868,NaiA _planet, , ,"1,690","11,911"
1869,ZEROGAMES 零., , ,"1,680","563,379"
1870,飛鳥 服部半蔵,今までありがとう,IRIAM,"1,680",0
1871,じぶりぃる/ jibril, , ,"1,677",0
1872,しろーとチャンネル, , ,"1,672","218,689"
1873,香坂美充,MIA V-WORLD, ,"1,670","43,924"
1874,バーチャルおかん, , ,"1,670","43,758"
1875,コトタマ, , ,"1,670","11,557"
1876,【バーチャルカフェ店主】時芳透子, , ,"1,670","11,289"
1877,ゆる杏子, , ,"1,660","57,694"
1878,黒野時音,Chrono_Tokine Channel, ,"1,660","32,846"
1879,甘衣あずき, , ,"1,660",0
1880,ただのれゐ【笑顔と元気をお得にお届け】, , ,"1,650","179,785"
1881,テルちゃんねる, , ,"1,650","97,836"
1882,Vtuber Coroころ調査隊, , ,"1,650","53,174"
1883,【杠葉ちほり】ちほりちゃんねる, , ,"1,650","48,277"
1884,コロちゃんねる, ,順位をツイート,"1,650","45,783"
1885,どすまるちゃんねる, , ,"1,640","184,609"
1886,りあちゃんねるっ, , ,"1,640","92,378"
1887,蓮希るい, , ,"1,640","86,608"
1888,白城レイア, , ,"1,640","58,600"
1889,あさひなちゃんねる, ,VEEMusic,"1,640","54,072"
1890,PROJECT:VARTH, , ,"1,640","40,276"
1891,Dぢゃんいいぢゃん, , ,"1,640","11,180"
1892,オタゴンチャンネル, , ,"1,630","260,483"
1893,みなこんnet, , ,"1,630","73,227"
1894,ほぼ週刊キーボードニュース, , ,"1,630","65,765"
1895,まどかCh. 半澤まどかチャンネル, , ,"1,630","42,381"
1896,一鍼ヌイ/Nui Channel【おとりざ和編】, , ,"1,630","32,657"
1897,OIOI CHANNEL, , ,"1,630","28,452"
1898,Vtuberアンドロイド・レイくん&ゼロちゃん, , ,"1,620","876,584"
1899,エロゲ紹介の匠REN, , ,"1,620","477,704"
1900,しあんちゃんねる, , ,"1,620","186,074"
1901,【あみんちゅ】あみ, , ,"1,620","96,231"
1902,廻子唯乃, , ,"1,620","66,595"
1903,wataame channel*, , ,"1,620","38,769"
1904,Syusetu kohaku/秋雪こはく, , ,"1,620","27,474"
1905,鳩岡小恋, ,ユメノグラフィア,"1,620","10,226"
1906,LEVYS CHANNEL VTuber Levi, , ,"1,610","559,172"
1907,らぱんch, , ,"1,610","465,114"
1908,ブレスチャンネル, , ,"1,610","450,456"
1909,折紙正宗, , ,"1,610","261,760"
1910,医師カルテカイジ, , ,"1,610","170,812"
1911,ナカノイズ, , ,"1,610","166,527"
1912,Ruri Channel /胡桃坂るり, , ,"1,610","61,253"
1913,神楽ゆのん-Kagura Yunon-, , ,"1,610","45,135"
1914,大神真白 / Ogami Mashiro, , ,"1,610","40,624"
1915,ゆりいろ, , ,"1,610","16,652"
1916,姫川結泉, , ,"1,600","68,593"
1917,みなみちゃんねる, , ,"1,600","66,606"
1918,徳川ゆめの, , ,"1,600","60,677"
1919,錦山夢鷹, , ,"1,600","40,048"
1920,羽咲らび, , ,"1,600","20,610"
1921,とめこちゃんねる, ,バ美肉,"1,600","15,584"
1922,Saya Lin, , ,"1,590","822,970"
1923,柊木ユキ, , ,"1,590","58,346"
1924,水鏡いるか, , ,"1,590","57,141"
1925,阿古江レイスケ, , ,"1,590","54,423"
1926,望月ユウキ, ,IRIAM,"1,590","24,623"
1927,Ch. N-TO, , ,"1,590","24,161"
1928,ブロードスカヤ怪奇事務所, , ,"1,590","21,035"
1929,あん肝,Ankimo Ch. あん肝チャンネル,ホロライブ,"1,590","7,731"
1930,HimenoCats*game channel*, , ,"1,580","185,377"
1931,棚牡丹モナカぼたもちちゃんねる, , ,"1,580","57,370"
1932,MimiMina Official, , ,"1,580","24,208"
1933,じーえふママの全素粒子産みなおし計画, , ,"1,580","15,737"
1934,巻乃もなか,もなふわちゃんねる,AVATAR2.0,"1,580","12,260"
1935,片倉一実, ,ユメノグラフィア,"1,580","5,826"
1936,伏黒しのぶ, , ,"1,570","38,879"
1937,キャロライン,Caroline Brown キャロライン・ブラウン,WINKS,"1,570","28,196"
1938,公式IRIAM, ,IRIAM,"1,570","27,000"
1939,旱林鏡香, , ,"1,570","14,603"
1940,ルイス王子, ,IRIAM,"1,570","10,689"
1941,ヘル・スケア, , ,"1,570","1,077"
1942,レインボーひかり, , ,"1,567",0
1943,木茂山下呂男, ,IRIAM,"1,560","79,206"
1944,彩田花道お絵かきch, , ,"1,560","49,517"
1945,ぽぷな にやり,ぽぷな&にやり, ,"1,560","38,640"
1946,飴宮むに, ,OPEN BETA,"1,560","36,572"
1947,ヲタきち, , ,"1,560","24,896"
1948,あかめ,あかめ【VTuber】, ,"1,560","16,296"
1949,九十九のお屋敷‐Tsukumo’s Palace‐, ,あふたーしーくれっと,"1,560","6,788"
1950,ウサギン【ハイブリッド型うさぎVTuber】, , ,"1,550","204,612"
1951,VTuber Pending, , ,"1,550","62,818"
1952,魚住チカ, , ,"1,550","52,127"
1953,ヒヤ.企画, ,順位をツイート,"1,550","42,825"
1954,kemuri nekobuki, , ,"1,550","32,124"
1955,バブみ看板娘リシア,リシアちゃんねる,upd8,"1,550","21,313"
1956,HACHI - VSinger -, , ,"1,550","19,952"
1957,あぐりと生きもの探し隊！, , ,"1,550","16,489"
1958,白紙アユ, , ,"1,550","16,031"
1959,ゆめのわたし,WatashichanNEL ゆめのわたし,IRIAM,"1,550","12,846"
1960,かなかまなだよー!, , ,"1,540","61,836"
1961,乙女ノ浪漫-OtomeNoRoman-, , ,"1,540","30,832"
1962,Futaba Hiramori 平森フタバ, , ,"1,540","28,721"
1963,凛葉(りんよう),凛葉,IRIAM,"1,540","16,696"
1964,狛狼ちの(夢),狛狼ちの/Chino Channel【おとりざ夢編】, ,"1,540",0
1965,崖っこち-投資とゲーム時々スイーツ-, ,順位をツイート,"1,530","953,528"
1966,氷城の魔術師クリスト, ,順位をツイート,"1,530","928,732"
1967,東方前線おすろ, , ,"1,530","441,278"
1968,ちょろさんのタロットルーム, ,順位をツイート,"1,530","260,169"
1969,十乙女トトメ, , ,"1,530","38,073"
1970,両性天使 有栖川 奏 歌・ゲーム配信サブ, , ,"1,530","27,097"
1971,ももちもものちーむ忍者ちゃんねる, , ,"1,530","22,493"
1972,水鏡涼-ryou mikagami-, ,順位をツイート,"1,530","8,100"
1973,パラぺら,パラぺら / PARAPERA,よんしー,"1,520","1,822,126"
1974,光りりあチャンネル, ,バ美肉,"1,520","175,849"
1975,MitoChannel / 時雨ミト, , ,"1,520","135,542"
1976,金城院カレン, , ,"1,520","72,390"
1977,ムゲンもっち, , ,"1,520","53,833"
1978,姫騎士タルツーちゃんねる, , ,"1,520","31,093"
1979,エモリミク - Miku Emori公式チャンネル, ,順位をツイート,"1,520","12,776"
1980,AndyWalkerCHANNEL, , ,"1,510","405,273"
1981,ライバーネット, , ,"1,510","240,924"
1982,ミィ・ガルルラ,ミィ・ガルルラchannel,ぶいらいぶ,"1,510","12,964"
1983,うさめろちゃんねる, , ,"1,510",0
1984,VTuber 朽血ざあぢ, , ,"1,500","958,079"
1985,安野朱璃,安野朱璃 / Akari Anno, ,"1,500","69,071"
1986,VTuber黒影, , ,"1,500","28,652"
1987,黄ノ星つくり / Tsukuri Kinohoshi, ,ZERO Project,"1,500","21,929"
1988,野球系Vtuberたまのるい, , ,"1,500","12,564"
1989,癒月うる, ,らいとあっぷ,"1,500","4,367"
1990,渚乃奏, ,順位をツイート,"1,490","101,842"
1991,上野桃香, , ,"1,490","99,165"
1992,ホムラケイ - Homura Kei, , ,"1,490","82,012"
1993,でんき, , ,"1,490","51,561"
1994,椿田りさ, , ,"1,490","49,039"
1995,EmuKawahara.Channel, ,順位をツイート,"1,490","7,569"
1996,狸山切抜堂, , ,"1,480","1,356,873"
1997,GOROman, , ,"1,480","508,334"
1998,創好リナ,創好リナ [バーチャルイキリプログラマ], ,"1,480","60,177"
1999,しろねこ亭ねこすけ, ,IRIAM,"1,480","28,858"
2000,鳥羽こはく, , ,"1,480","26,865"
